SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
4010,"Pro Grip T-Bar 10""","Pro Grip T-Bar 10""",JRacenstein,JRacenstein,4010,5.90,11.79,50.0%,99.8%,11.79,50.0%,99.8%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-GRIP-T-BAR-14,"Pro-Grip T-Bar 14""","Pro-Grip T-Bar 14""",JRacenstein,JRacenstein,4014,6.51,13.02,50.0%,100.0%,13.02,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-GRIP-T-BAR-18,"Pro-Grip T-Bar 18""","Pro-Grip T-Bar 18""",JRacenstein,JRacenstein,4018,7.08,14.15,50.0%,99.9%,14.15,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4287,Plastic Pocket Scraper,Plastic Pocket Scraper,JRacenstein,JRacenstein,4287,1.91,3.81,49.9%,99.5%,3.81,49.9%,99.5%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-T-BAR-10,"Pro + T-Bar 10""","Pro + T-Bar 10""",JRacenstein,JRacenstein,4310,5.48,10.96,50.0%,100.0%,10.96,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-T-BAR-14,"Pro + T-Bar 14""","Pro + T-Bar 14""",JRacenstein,JRacenstein,4314,6.06,12.11,50.0%,99.8%,12.11,50.0%,99.8%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-T-BAR-18,"Pro + T-Bar 18""","Pro + T-Bar 18""",JRacenstein,JRacenstein,4318,6.59,13.17,50.0%,99.8%,13.17,50.0%,99.8%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-T-BAR-22,"Pro + T-Bar 22""","Pro + T-Bar 22""",JRacenstein,JRacenstein,4322,6.80,13.60,50.0%,100.0%,13.60,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-POCKET-SCRAPER-1-5-BLADES,"Pocket Scraper 1.5"" Blades","Pocket Scraper 1.5"" Blades",JRacenstein,JRacenstein,4515,13.03,26.05,50.0%,99.9%,26.05,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-ETTORE-CHAMPION-BLADE-HOLDER-5,"Ettore Champion Blade Holder 5""","Ettore Champion Blade Holder 5""",JRacenstein,JRacenstein,4856,0.58,1.16,50.0%,100.0%,1.16,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
02040,SideKick Non-Detachable Clip,SideKick Non-Detachable Clip,JRacenstein,JRacenstein,02040,13.23,26.46,50.0%,100.0%,26.46,50.0%,100.0%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
02041,SideKick With Detachable Clip,SideKick With Detachable Clip,JRacenstein,JRacenstein,02041,18.55,37.09,50.0%,99.9%,37.09,50.0%,99.9%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
04910,Window Cleaning Kit with Case,Window Cleaning Kit with Case,JRacenstein,JRacenstein,04910,203.25,406.50,50.0%,100.0%,406.50,50.0%,100.0%,30.0%,16.00,100-249.99,"bundle, premium_tool",ending_5_minus_.01,100-249.99 + bundle + premium_tool,keep_current,Current price is above the target band and was preserved for review.,Base cost band 100-249.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
04967,Window Cleaning Kit Case Only,Window Cleaning Kit Case Only,JRacenstein,JRacenstein,04967,47.71,95.41,50.0%,100.0%,95.41,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-MASTER-RUBBER-24-CASE-12,"Master Rubber, 24"" [Case 12]","Master Rubber, 24"" [Case 12]",JRacenstein,JRacenstein,4988,4.67,9.33,49.9%,99.8%,9.33,49.9%,99.8%,31.0%,2.00,0-4.99,bundle,ending_.99,0-4.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
49880,"Master Rubber, 24"" [Case 144]","Master Rubber, 24"" [Case 144]",JRacenstein,JRacenstein,49880,666.50,1333.00,50.0%,100.0%,1333.00,50.0%,100.0%,19.0%,60.00,500-999.99,bundle,ending_10_minus_1,500-999.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 500-999.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4989,"Master Rubber, 30"" [Case 12]","Master Rubber, 30"" [Case 12]",JRacenstein,JRacenstein,4989,5.95,11.89,50.0%,99.8%,11.89,50.0%,99.8%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
49890,"Master Rubber, 30"" [Case 144]","Master Rubber, 30"" [Case 144]",JRacenstein,JRacenstein,49890,848.03,1696.05,50.0%,100.0%,1696.05,50.0%,100.0%,19.0%,60.00,500-999.99,bundle,ending_10_minus_1,500-999.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 500-999.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-SIDEKICK-BUCKLE,Sidekick Buckle,Sidekick Buckle,JRacenstein,JRacenstein,5179,7.33,14.66,50.0%,100.0%,14.66,50.0%,100.0%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-BACKFLIP-HANDLE-STAINLESS,BackFlip Handle Stainless,BackFlip Handle Stainless,JRacenstein,JRacenstein,5362,5.33,10.66,50.0%,100.0%,10.66,50.0%,100.0%,37.0%,3.00,5-9.99,"chemical, bundle",ending_.99,5-9.99 + chemical + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
5363,BackFlip Handle Brass,BackFlip Handle Brass,JRacenstein,JRacenstein,5363,6.00,11.99,50.0%,99.8%,11.99,50.0%,99.8%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
8000,Elite Cobweb Duster,Elite Cobweb Duster,JRacenstein,JRacenstein,8000,9.17,18.33,50.0%,99.9%,18.33,50.0%,99.9%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
8100,Elite MicroSwipe Duster,Elite MicroSwipe Duster,JRacenstein,JRacenstein,8100,6.08,12.16,50.0%,100.0%,12.16,50.0%,100.0%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
8150,Elite Poly Duster,Elite Poly Duster,JRacenstein,JRacenstein,8150,6.87,13.74,50.0%,100.0%,13.74,50.0%,100.0%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
8200,Elite MicroSwipe Ceiling Fan Duster,Elite MicroSwipe Ceiling Fan Duster,JRacenstein,JRacenstein,8200,8.30,16.59,50.0%,99.9%,16.59,50.0%,99.9%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-SUPER-CHANNEL-14,"Super Channel 14""","Super Channel 14""",JRacenstein,JRacenstein,11010,10.55,21.09,50.0%,99.9%,21.09,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
11020,"Super Channel 18""","Super Channel 18""",JRacenstein,JRacenstein,11020,12.10,24.19,50.0%,99.9%,24.19,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
11022,"Super Channel 22""","Super Channel 22""",JRacenstein,JRacenstein,11022,13.64,27.28,50.0%,100.0%,27.28,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
11030,"Super Channel 24""","Super Channel 24""",JRacenstein,JRacenstein,11030,14.42,28.84,50.0%,100.0%,28.84,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
11040,"Super Channel 30""","Super Channel 30""",JRacenstein,JRacenstein,11040,18.26,36.51,50.0%,99.9%,36.51,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
11050,"Super Channel 36""","Super Channel 36""",JRacenstein,JRacenstein,11050,21.01,42.01,50.0%,100.0%,42.01,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
13851,Super System Super Channel Handle,Super System Super Channel Handle,JRacenstein,JRacenstein,13851,13.79,27.58,50.0%,100.0%,27.58,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
13930,Stainless Handle Q/R w/Rubber Grip,Stainless Handle Q/R w/Rubber Grip,JRacenstein,JRacenstein,13930,11.77,23.53,50.0%,99.9%,23.53,50.0%,99.9%,36.0%,4.50,10-19.99,"chemical, bundle",ending_.99,10-19.99 + chemical + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
14100,Shower Sweep White,Shower Sweep White,JRacenstein,JRacenstein,14100,5.16,10.32,50.0%,100.0%,10.32,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
14125,Shower Sweep Assorted,Shower Sweep Assorted,JRacenstein,JRacenstein,14125,5.16,10.32,50.0%,100.0%,10.32,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
15101,Shower Sweep Aqua,Shower Sweep Aqua,JRacenstein,JRacenstein,15101,5.16,10.32,50.0%,100.0%,10.32,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
15102,Shower Sweep Purple,Shower Sweep Purple,JRacenstein,JRacenstein,15102,5.16,10.32,50.0%,100.0%,10.32,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17006,Acrylic Squeegee,Acrylic Squeegee,JRacenstein,JRacenstein,17006,1.59,3.18,50.0%,100.0%,3.18,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17008,"All-Purpose Squeegee 8""","All-Purpose Squeegee 8""",JRacenstein,JRacenstein,17008,3.57,7.14,50.0%,100.0%,7.14,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17010,"All-Purpose Squeegee 10""","All-Purpose Squeegee 10""",JRacenstein,JRacenstein,17010,3.67,7.33,49.9%,99.7%,7.33,49.9%,99.7%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17012,"All-Purpose Squeegee 12""","All-Purpose Squeegee 12""",JRacenstein,JRacenstein,17012,4.10,8.20,50.0%,100.0%,8.20,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17014,"All-Purpose Squeegee 14""","All-Purpose Squeegee 14""",JRacenstein,JRacenstein,17014,4.61,9.21,49.9%,99.8%,9.21,49.9%,99.8%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17016,"All-Purpose Squeegee 16""","All-Purpose Squeegee 16""",JRacenstein,JRacenstein,17016,5.54,11.08,50.0%,100.0%,11.08,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
17018,"All-Purpose Squeegee 18""","All-Purpose Squeegee 18""",JRacenstein,JRacenstein,17018,5.64,11.28,50.0%,100.0%,11.28,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
